"","lat","lon","cc","cth","ctt","cod","nd","tdiff","time.rel","sza","ctt.25","ctt.75","cod.25","cod.75","nd.25","nd.75","cth.25","cth.75","cc.025","cc.975","cod.me","sat"
"88",75.4140884724412,8.44178481821238,0,2959.79738736337,-25.7196769311353,0,NA,-1,-12.4166666666667,88.779048253799,-28.3500021189451,-24.8900021962821,0,0,NA,NA,2750,3250,0,0,0,"MODIS"
"89",74.80075889428,9.09912002875105,0,3162.35565819861,-26.4682152095042,0,NA,0,-11.4166666666667,88.4469168591224,-28.4400021169334,-25.2900021873414,0,0,NA,NA,3000,3500,0,0,0,"MODIS"
"90",74.2006716118241,9.69094486895152,0,3270.23248507697,-26.341431632894,0,NA,1,-10.4166666666667,88.1253157398681,-28.5800021138042,-25.2000021893531,0,0,NA,NA,3250,3500,0,0,0,"MODIS"
"91",73.6159721592037,10.2327797984001,0,3418.84057971014,-26.8958579140425,0,NA,2,-9.41666666666667,87.8141752933057,-29.9200020838529,-25.1700021900236,0,0,NA,NA,3250,3750,0,0,0,"MODIS"
"92",73.0557262902173,10.8937053113274,0,3318.8897309587,-25.7609760305476,0,NA,3,-8.41666666666667,87.4659378552482,-30.8600020628422,-22.8300022423267,0,0,NA,NA,3000,4000,0,0,0,"MODIS"
"93",75.6724213938079,8.15457229109643,0,2467.29037703995,-22.309875636057,0,NA,-3,-12.8333333333333,83.5194259988745,-25.510002182424,-19.4600023176521,0,0,NA,NA,2300,3000,0,0,0,"MODIS"
"94",75.0543279348475,8.83474668344912,0,2715.95875276209,-23.4951090283431,0,NA,-2,-11.8333333333333,83.0596390866683,-27.1700021453202,-21.7500022664666,0,0,NA,NA,2550,3250,0,0,0,"MODIS"
"95",74.4481846417443,9.45705094402399,0,3078.70516877637,-25.2391556694895,0,NA,-1,-10.8333333333333,82.5498285864979,-28.3800021182745,-23.8400022197515,0,0,NA,NA,3000,3500,0,0,0,"MODIS"
"96",73.8568196039896,10.0128219380279,0,3173.90814313891,-25.1388835657536,0,NA,0,-9.83333333333333,82.0544970414201,-28.4500021167099,-23.8400022197515,0,0,NA,NA,3000,3500,0,0,0,"MODIS"
"97",73.283868021789,10.5787284166452,0.0954545454545455,3041.60606060606,-23.6084416188667,6.72569984966889,25.6566935804624,1,-8.83333333333333,81.5626939393939,-27.560002136603,-21.0300022825598,0,0,0.532641728763566,11.9661031918129,2750,3500,0,0.469483568075117,0,"MODIS"
"98",72.7359779698504,11.3312330663302,0.406034765496884,2829.15710068875,-21.8143971485966,32.5013964529402,52.8446319715802,2,-7.83333333333333,81.0416759593309,-27.4500021390617,-16.930002374202,0,20.6299995388836,0.859236436694174,63.607577757756,2300,3500,0.16472960930538,0.601990049751244,0.679999984800815,"MODIS"
"99",72.1844394429057,12.0584791319284,0.361851332398317,2952.48948106592,-22.5116151526701,28.6388492897456,62.3568590471198,3,-6.83333333333333,80.514270687237,-29.2500020988285,-14.8400024209171,0,10.899999756366,0.725653257394572,51.9806887933152,2100,4000,0.263327674023769,0.51585666293393,0.30999999307096,"MODIS"
"100",75.6207548095346,8.21201479651962,0,2539.13385826772,-22.8127109041303,0,NA,-3,-12.75,83.8358897637795,-25.4100021846592,-21.510002271831,0,0,NA,NA,2300,2800,0,0,0,"MODIS"
"101",75.003614126734,8.8876213525095,0,NA,NA,NA,NA,-2,-11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MODIS"
